label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
A,0.0,0.0,-0.060866475105285645,-0.04444444179534912,-0.10081374645233154,-0.10867023468017578,-0.12101870775222778,-0.17739254236221313,-0.128437340259552,-0.23632162809371948,-0.07938075065612793,-0.17958152294158936,-0.09054619073867798,-0.23776021599769592,-0.0783923864364624,-0.17829948663711548,-0.06837540864944458,-0.1389024257659912,-0.04583078622817993,-0.18921440839767456,-0.0577051043510437,-0.24870148301124573,-0.04769498109817505,-0.16614550352096558,-0.0400354266166687,-0.1359815001487732,-0.013044357299804688,-0.18789130449295044,-0.021819472312927246,-0.2436058521270752,-0.018409788608551025,-0.16123253107070923,-0.013675987720489502,-0.1304200291633606,0.022752761840820312,-0.17951041460037231,0.013904094696044922,-0.22773897647857666,0.009008586406707764,-0.16860032081604004,0.010590136051177979,-0.1418745517730713
A,0.0,0.0,-0.057645559310913086,-0.0371662974357605,-0.10079514980316162,-0.09885048866271973,-0.12673348188400269,-0.1668471097946167,-0.1347307562828064,-0.23044973611831665,-0.08239609003067017,-0.18265187740325928,-0.09552836418151855,-0.23707228899002075,-0.08220839500427246,-0.17419946193695068,-0.07092958688735962,-0.13261276483535767,-0.04927712678909302,-0.19483882188796997,-0.06264632940292358,-0.25143638253211975,-0.05100691318511963,-0.16676348447799683,-0.04248076677322388,-0.13813960552215576,-0.015497803688049316,-0.1964324712753296,-0.024648666381835938,-0.24632561206817627,-0.020436465740203857,-0.16255873441696167,-0.016232669353485107,-0.13433265686035156,0.020137250423431396,-0.189053475856781,0.011347770690917969,-0.23149749636650085,0.007360577583312988,-0.1706499457359314,0.00871574878692627,-0.14418244361877441
A,0.0,0.0,-0.057929396629333496,-0.033003926277160645,-0.10121846199035645,-0.09273219108581543,-0.12573200464248657,-0.15948468446731567,-0.13490313291549683,-0.2203196883201599,-0.0842941403388977,-0.17633861303329468,-0.09904855489730835,-0.22845494747161865,-0.08604156970977783,-0.16598796844482422,-0.07551538944244385,-0.12900066375732422,-0.052134573459625244,-0.1907472014427185,-0.06619936227798462,-0.24311625957489014,-0.0557706356048584,-0.16060394048690796,-0.04828214645385742,-0.13544553518295288,-0.01918768882751465,-0.1930866241455078,-0.029046714305877686,-0.2402028739452362,-0.024419307708740234,-0.15852457284927368,-0.019721508026123047,-0.13328033685684204,0.015756070613861084,-0.18740487098693848,0.006498396396636963,-0.22834184765815735,0.003293156623840332,-0.1693941354751587,0.0052574872970581055,-0.14548259973526
A,0.0,0.0,-0.06054830551147461,-0.03668636083602905,-0.10401767492294312,-0.0930478572845459,-0.12667977809906006,-0.15933191776275635,-0.13557004928588867,-0.22017347812652588,-0.0828484296798706,-0.17839550971984863,-0.0978589653968811,-0.22381773591041565,-0.08684003353118896,-0.1591721773147583,-0.07783430814743042,-0.13082915544509888,-0.05101865530014038,-0.18785083293914795,-0.0674675703048706,-0.23829394578933716,-0.058786749839782715,-0.1558530330657959,-0.05254441499710083,-0.13791298866271973,-0.018572568893432617,-0.19049978256225586,-0.032227933406829834,-0.23457348346710205,-0.028155267238616943,-0.1522979736328125,-0.02400052547454834,-0.13433974981307983,0.015212953090667725,-0.19132304191589355,0.0031231045722961426,-0.22483745217323303,-0.000379025936126709,-0.16279548406600952,0.002871274948120117,-0.1428808569908142
A,0.0,0.0,-0.05023014545440674,-0.029675602912902832,-0.09007251262664795,-0.0896989107131958,-0.11037158966064453,-0.1526012420654297,-0.11230343580245972,-0.21114569902420044,-0.07272332906723022,-0.17792123556137085,-0.0885242223739624,-0.22465884685516357,-0.08005857467651367,-0.16546308994293213,-0.07116460800170898,-0.1231958270072937,-0.04336827993392944,-0.19229519367218018,-0.05699080228805542,-0.23660677671432495,-0.04988110065460205,-0.16120785474777222,-0.04227513074874878,-0.13044661283493042,-0.010713815689086914,-0.19712454080581665,-0.02259361743927002,-0.23919126391410828,-0.019038856029510498,-0.16673815250396729,-0.013150513172149658,-0.13832974433898926,0.02477705478668213,-0.19131696224212646,0.012229323387145996,-0.23683878779411316,0.009480834007263184,-0.18535077571868896,0.012673258781433105,-0.15838688611984253
A,0.0,0.0,-0.04085725545883179,-0.05108976364135742,-0.07027179002761841,-0.11693793535232544,-0.08441776037216187,-0.17642813920974731,-0.08626037836074829,-0.23205193877220154,-0.03768932819366455,-0.20361045002937317,-0.04813045263290405,-0.25658899545669556,-0.06122565269470215,-0.215938001871109,-0.061306655406951904,-0.17518246173858643,-0.016415119171142578,-0.20669233798980713,-0.028847992420196533,-0.26268017292022705,-0.04542320966720581,-0.21202600002288818,-0.045778870582580566,-0.17062580585479736,0.005413055419921875,-0.19891220331192017,-0.006550848484039307,-0.2597830891609192,-0.024984300136566162,-0.21119987964630127,-0.026772737503051758,-0.16704505681991577,0.02786928415298462,-0.18095481395721436,0.01409536600112915,-0.23898792266845703,-0.0026366114616394043,-0.20864039659500122,-0.0061386823654174805,-0.17023706436157227
A,0.0,0.0,-0.049612343311309814,-0.02834552526473999,-0.08742380142211914,-0.08119416236877441,-0.1033632755279541,-0.1476646065711975,-0.10153812170028687,-0.20827192068099976,-0.0716254711151123,-0.1723121702671051,-0.08051007986068726,-0.2219277024269104,-0.07175600528717041,-0.16644251346588135,-0.06213408708572388,-0.12127715349197388,-0.04304021596908569,-0.18473300337791443,-0.05192530155181885,-0.24000626802444458,-0.04637676477432251,-0.16728302836418152,-0.03867149353027344,-0.12393206357955933,-0.013029694557189941,-0.1876092553138733,-0.021098434925079346,-0.2391166090965271,-0.020635128021240234,-0.16853117942810059,-0.015715479850769043,-0.1270465850830078,0.01897883415222168,-0.18089506030082703,0.007386326789855957,-0.2283935546875,0.0024030208587646484,-0.1790468692779541,0.0040451884269714355,-0.14242678880691528
A,0.0,0.0,0.05340707302093506,-0.03324723243713379,0.09573811292648315,-0.10064810514450073,0.11430394649505615,-0.18287187814712524,0.12005990743637085,-0.24211668968200684,0.061377763748168945,-0.19295114278793335,0.06717431545257568,-0.2511913776397705,0.06272110342979431,-0.17594268918037415,0.05910974740982056,-0.1538984179496765,0.02752608060836792,-0.1979617476463318,0.033774375915527344,-0.25639134645462036,0.03265383839607239,-0.1665095090866089,0.028482258319854736,-0.15926438570022583,-0.006084531545639038,-0.1931149661540985,-0.0004906356334686279,-0.2533290684223175,0.0022260546684265137,-0.16867968440055847,-0.00197012722492218,-0.15764284133911133,-0.041524335741996765,-0.18153178691864014,-0.0342579185962677,-0.22067758440971375,-0.028738215565681458,-0.16488128900527954,-0.03282323479652405,-0.15389299392700195
A,0.0,0.0,0.05733424425125122,-0.02878713607788086,0.0985046923160553,-0.07319563627243042,0.1138480007648468,-0.14777398109436035,0.10848832130432129,-0.20675909519195557,0.07683342695236206,-0.17340779304504395,0.08674398064613342,-0.22862404584884644,0.07517394423484802,-0.16492235660552979,0.0687296986579895,-0.1317530870437622,0.04608786106109619,-0.1911461055278778,0.056112140417099,-0.2490181028842926,0.04582160711288452,-0.170217365026474,0.04035615921020508,-0.14393401145935059,0.014149993658065796,-0.1980695128440857,0.023036807775497437,-0.2631102204322815,0.017846599221229553,-0.18511554598808289,0.01391497254371643,-0.1559756100177765,-0.021747589111328125,-0.1963464319705963,-0.013535276055335999,-0.24599653482437134,-0.01129007339477539,-0.18977108597755432,-0.010991796851158142,-0.16157245635986328
A,0.0,0.0,0.0580776184797287,-0.04026526212692261,0.09930528700351715,-0.09812235832214355,0.11619614064693451,-0.17725300788879395,0.11448611319065094,-0.24261659383773804,0.06656105816364288,-0.2033115029335022,0.07140244543552399,-0.27055370807647705,0.06703726947307587,-0.20123499631881714,0.06296713650226593,-0.16321814060211182,0.03325021266937256,-0.21068799495697021,0.03834562003612518,-0.27415359020233154,0.036739617586135864,-0.1875099539756775,0.033957093954086304,-0.1599576473236084,-0.0010872185230255127,-0.20664465427398682,0.002637222409248352,-0.2740486264228821,0.0051527321338653564,-0.19103991985321045,0.0026668161153793335,-0.16193461418151855,-0.03874999284744263,-0.19319969415664673,-0.03293260931968689,-0.24477553367614746,-0.02537447214126587,-0.18861544132232666,-0.02560843527317047,-0.1635270118713379
A,0.0,0.0,0.06199254095554352,-0.03478580713272095,0.10649757087230682,-0.08972036838531494,0.13312409818172455,-0.16221505403518677,0.14923526346683502,-0.2172270119190216,0.07926599681377411,-0.20042511820793152,0.08656622469425201,-0.2669743001461029,0.07675756514072418,-0.197851300239563,0.07166413962841034,-0.15484410524368286,0.04602603614330292,-0.22181683778762817,0.05479814112186432,-0.2844110429286957,0.0444919615983963,-0.1974877119064331,0.04405772686004639,-0.1692337691783905,0.01144455373287201,-0.23473027348518372,0.020227327942848206,-0.3142053484916687,0.013635590672492981,-0.2323971688747406,0.011304393410682678,-0.19180923700332642,-0.024772197008132935,-0.2384760081768036,-0.01806563138961792,-0.3268100619316101,-0.015673890709877014,-0.3098298907279968,-0.014141738414764404,-0.29365772008895874
A,0.0,0.0,0.05614839494228363,-0.025877177715301514,0.10157649219036102,-0.08270061016082764,0.12526743113994598,-0.159015953540802,0.13984866440296173,-0.21526533365249634,0.0725180059671402,-0.18431246280670166,0.0772617906332016,-0.2441757321357727,0.06981496512889862,-0.17396685481071472,0.06592415273189545,-0.13799995183944702,0.039181068539619446,-0.19725638628005981,0.04546770453453064,-0.25212305784225464,0.0403292179107666,-0.16717326641082764,0.03853929042816162,-0.14979344606399536,0.005414992570877075,-0.20163574814796448,0.011040017008781433,-0.2649189531803131,0.010145694017410278,-0.18443337082862854,0.008267194032669067,-0.1623293161392212,-0.031279563903808594,-0.19871029257774353,-0.02632908523082733,-0.2489016354084015,-0.021550610661506653,-0.1954723596572876,-0.02126912772655487,-0.1737203598022461
A,0.0,0.0,0.056987255811691284,-0.02754765748977661,0.10173061490058899,-0.08502382040023804,0.12498816847801208,-0.16207218170166016,0.13945287466049194,-0.21943920850753784,0.07295593619346619,-0.1875447928905487,0.07775112986564636,-0.24744176864624023,0.07014000415802002,-0.1772291362285614,0.06607919931411743,-0.14045745134353638,0.03956800699234009,-0.20060789585113525,0.04559016227722168,-0.25707700848579407,0.04071766138076782,-0.17192861437797546,0.03978227078914642,-0.15257078409194946,0.005604788661003113,-0.20460093021392822,0.010791853070259094,-0.27078351378440857,0.010456278920173645,-0.18940964341163635,0.009527593851089478,-0.1640416383743286,-0.0314735472202301,-0.20012187957763672,-0.028538882732391357,-0.2521829605102539,-0.022580116987228394,-0.19928383827209473,-0.020613163709640503,-0.17552843689918518
A,0.0,0.0,0.05742347240447998,-0.0303269624710083,0.10143062472343445,-0.08488959074020386,0.1242699921131134,-0.1622326374053955,0.13799184560775757,-0.221109539270401,0.07328128814697266,-0.19031205773353577,0.07862219214439392,-0.2505236566066742,0.07081356644630432,-0.18113082647323608,0.06692266464233398,-0.14116299152374268,0.039882928133010864,-0.2049829363822937,0.04691246151924133,-0.2627878189086914,0.0407656729221344,-0.17723602056503296,0.039878472685813904,-0.15295058488845825,0.005917072296142578,-0.20966395735740662,0.01152387261390686,-0.27877098321914673,0.010184630751609802,-0.19808319211006165,0.00929078459739685,-0.168025404214859,-0.03149259090423584,-0.2047814428806305,-0.028795570135116577,-0.2574892044067383,-0.023107275366783142,-0.20611324906349182,-0.02034570276737213,-0.18165981769561768
A,0.0,0.0,-0.032859086990356445,-0.09076857566833496,-0.04023809731006622,-0.16267627477645874,-0.02213910222053528,-0.2024359405040741,0.002150803804397583,-0.20290398597717285,-0.030899956822395325,-0.2344294786453247,0.012598574161529541,-0.25993216037750244,0.021305665373802185,-0.22826576232910156,0.014686807990074158,-0.2005895972251892,0.0007375478744506836,-0.23180535435676575,0.042800843715667725,-0.2478984296321869,0.04652705788612366,-0.21304112672805786,0.03831586241722107,-0.1842358410358429,0.03369396924972534,-0.20995882153511047,0.06788676977157593,-0.224871426820755,0.0662272572517395,-0.19160941243171692,0.05493268370628357,-0.1658269166946411,0.06280714273452759,-0.17422544956207275,0.08167845010757446,-0.18079128861427307,0.07663023471832275,-0.1522504687309265,0.06527671217918396,-0.1324647068977356
A,0.0,0.0,-0.04984341561794281,-0.05686688423156738,-0.07141855359077454,-0.12121880054473877,-0.06136557459831238,-0.1733330488204956,-0.03699988126754761,-0.1860784888267517,-0.04636678099632263,-0.22148540616035461,-0.019211500883102417,-0.23585429787635803,-0.016187474131584167,-0.19986477494239807,-0.021926656365394592,-0.17231494188308716,-0.0076261162757873535,-0.22507071495056152,0.01373019814491272,-0.22186774015426636,0.01386810839176178,-0.18659186363220215,0.010091915726661682,-0.1588500738143921,0.0292072594165802,-0.20469865202903748,0.041501402854919434,-0.1933739185333252,0.03857585787773132,-0.161557137966156,0.032902806997299194,-0.13544899225234985,0.06148222088813782,-0.17106971144676208,0.06797909736633301,-0.16031813621520996,0.06274804472923279,-0.13175523281097412,0.055999696254730225,-0.10902005434036255
A,0.0,0.0,0.060779303312301636,-0.04073941707611084,0.10061866044998169,-0.09169155359268188,0.117678701877594,-0.16620990633964539,0.1114911139011383,-0.2285487949848175,0.07675358653068542,-0.19147256016731262,0.08790126442909241,-0.2662592828273773,0.07791405916213989,-0.2061946988105774,0.06918907165527344,-0.15357547998428345,0.04500354826450348,-0.21002638339996338,0.055755019187927246,-0.2809273600578308,0.04633206129074097,-0.20567384362220764,0.04067610204219818,-0.15437036752700806,0.011776641011238098,-0.21774238348007202,0.020169734954833984,-0.2982907295227051,0.015595793724060059,-0.2281210720539093,0.012957841157913208,-0.17766818404197693,-0.024754106998443604,-0.2140626609325409,-0.022783875465393066,-0.2717500925064087,-0.016945019364356995,-0.22892698645591736,-0.009904950857162476,-0.19067791104316711
A,0.0,0.0,0.0550089031457901,-0.025072693824768066,0.10077182948589325,-0.07427901029586792,0.12140025198459625,-0.15430575609207153,0.10482488572597504,-0.21807152032852173,0.08847858011722565,-0.19290518760681152,0.0879184752702713,-0.2585708796977997,0.07496480643749237,-0.19103309512138367,0.07747538387775421,-0.1618136167526245,0.055820390582084656,-0.20970508456230164,0.05315709114074707,-0.27143362164497375,0.041116684675216675,-0.18542078137397766,0.047427818179130554,-0.17141535878181458,0.023393526673316956,-0.219682514667511,0.01997557282447815,-0.28160354495048523,0.012553513050079346,-0.20438486337661743,0.01978793740272522,-0.18621888756752014,-0.009123831987380981,-0.22658154368400574,-0.013317257165908813,-0.25611716508865356,-0.01486845314502716,-0.20646151900291443,-0.008422553539276123,-0.18851882219314575
A,0.0,0.0,0.037555992603302,-0.01086413860321045,0.07021269202232361,-0.0427989661693573,0.08161160349845886,-0.08793044090270996,0.07908031344413757,-0.12322688102722168,0.0755625069141388,-0.0992281436920166,0.07863795757293701,-0.14203181862831116,0.06131422519683838,-0.10543617606163025,0.05104735493659973,-0.07192134857177734,0.0526961088180542,-0.12195897102355957,0.055536091327667236,-0.16645598411560059,0.03814813494682312,-0.11448803544044495,0.031914323568344116,-0.07814931869506836,0.029625356197357178,-0.13435718417167664,0.03053051233291626,-0.167025625705719,0.019832879304885864,-0.11677572131156921,0.017567545175552368,-0.08522430062294006,0.00627213716506958,-0.1394856870174408,0.010834962129592896,-0.15979698300361633,0.005561798810958862,-0.12255245447158813,0.005769461393356323,-0.0988776683807373
A,0.0,0.0,0.050224944949150085,-0.026225388050079346,0.09412209689617157,-0.07012122869491577,0.11034266650676727,-0.13406795263290405,0.08768828213214874,-0.17187336087226868,0.06812100112438202,-0.15929743647575378,0.07023473083972931,-0.21715819835662842,0.06420563161373138,-0.1475427746772766,0.06395439803600311,-0.12785008549690247,0.03546722233295441,-0.16701972484588623,0.03829146921634674,-0.21668264269828796,0.03481636941432953,-0.13429051637649536,0.03547574579715729,-0.1326027512550354,0.004583641886711121,-0.17240360379219055,0.008536085486412048,-0.22243225574493408,0.007415071129798889,-0.14769214391708374,0.006903812289237976,-0.137852281332016,-0.027935132384300232,-0.1786229908466339,-0.023016557097434998,-0.22103875875473022,-0.02020856738090515,-0.1774989664554596,-0.021457254886627197,-0.16246986389160156
A,0.0,0.0,0.04518130421638489,-0.020287513732910156,0.08865532279014587,-0.057318031787872314,0.10529357194900513,-0.11304521560668945,0.08771616220474243,-0.1520732045173645,0.06538379192352295,-0.14006170630455017,0.07555830478668213,-0.18674111366271973,0.06698322296142578,-0.1263941526412964,0.0629088282585144,-0.10698825120925903,0.03714480996131897,-0.154104083776474,0.04631859064102173,-0.19376897811889648,0.03874698281288147,-0.12184220552444458,0.03429451584815979,-0.11315590143203735,0.008328765630722046,-0.16205871105194092,0.01735016703605652,-0.2042887806892395,0.012329727411270142,-0.13421565294265747,0.007613807916641235,-0.11989670991897583,-0.02372032403945923,-0.1679532825946808,-0.013674929738044739,-0.2057153880596161,-0.013613596558570862,-0.15784040093421936,-0.01775623857975006,-0.13872766494750977
A,0.0,0.0,0.046889543533325195,-0.0016719698905944824,0.09090879559516907,-0.02540135383605957,0.11166882514953613,-0.07934445142745972,0.1024053692817688,-0.12588590383529663,0.07803216576576233,-0.10867887735366821,0.09323373436927795,-0.15427780151367188,0.08033940196037292,-0.10443717241287231,0.07232880592346191,-0.07930761575698853,0.05461305379867554,-0.13198506832122803,0.06850820779800415,-0.16989988088607788,0.054030776023864746,-0.10682916641235352,0.04585936665534973,-0.08954548835754395,0.029095232486724854,-0.14661574363708496,0.04347988963127136,-0.1862892508506775,0.03205797076225281,-0.1257583498954773,0.023654937744140625,-0.10708904266357422,-0.0006753206253051758,-0.15703654289245605,0.01503869891166687,-0.19192594289779663,0.010798454284667969,-0.15250763297080994,0.0030600130558013916,-0.13623195886611938
A,0.0,0.0,0.04001057147979736,-0.015419185161590576,0.07058495283126831,-0.05188393592834473,0.060919731855392456,-0.09972983598709106,0.040004581212997437,-0.12212193012237549,0.07191270589828491,-0.10543742775917053,0.08020469546318054,-0.15017467737197876,0.06498458981513977,-0.11182558536529541,0.056930214166641235,-0.07708472013473511,0.0476871132850647,-0.12166377902030945,0.0579531192779541,-0.1724940538406372,0.04172101616859436,-0.1212281882762909,0.0358787477016449,-0.08508151769638062,0.023864030838012695,-0.13024181127548218,0.02935868501663208,-0.17205816507339478,0.017550766468048096,-0.11940595507621765,0.014634370803833008,-0.08880531787872314,-0.0016224980354309082,-0.131414532661438,0.005711972713470459,-0.16042935848236084,0.00015375018119812012,-0.12314391136169434,-0.0014396607875823975,-0.10119563341140747
A,0.0,0.0,0.039929211139678955,-0.024904191493988037,0.06855380535125732,-0.0660359263420105,0.06101953983306885,-0.11035490036010742,0.04236379265785217,-0.13108792901039124,0.06862607598304749,-0.12269297242164612,0.0782625675201416,-0.16704875230789185,0.0627204179763794,-0.12879103422164917,0.053700387477874756,-0.09339791536331177,0.04395240545272827,-0.13831323385238647,0.055320143699645996,-0.19191303849220276,0.03884384036064148,-0.13720786571502686,0.03306970000267029,-0.09938853979110718,0.019309043884277344,-0.1457827091217041,0.02608543634414673,-0.19056424498558044,0.014876484870910645,-0.13450074195861816,0.012232273817062378,-0.10171806812286377,-0.007283687591552734,-0.14466100931167603,0.0004521310329437256,-0.17835932970046997,-0.003767549991607666,-0.139604389667511,-0.004129081964492798,-0.11693504452705383
